	id	text	lemma_tokens	topic_id	topic_keywords	score	all_scores_0	all_scores_1	all_scores_2	all_scores_3	all_scores_4	principal component 1	principal component 2
86	1.57487E+18	you thought #avengersendgame had the biggest crossover in existence! finally @realhughjackman is gearing up as wolverine with @vancityreynolds in #deadpool3 !!! im fucking exited!!!!	"{'avengersendgame', 'crossover', 'fucking', 'gear', 'vancityreynold', 'think', 'exit', 'wolverine', 'big', 'deadpool3', 'finally', 'existence', 'realhughjackman'}"	3	set()	0.47784767	0.016923068	0.017612685	0.470519155	0.477847666	0.017097445	-0.72735314	0.127159339
87	1.57462E+18	the saddest part of #avengersendgame is that stark never did get that quick slice...	"{'avengersendgame', 'quick', 'slice', 'saddest', 'stark'}"	2	{'avengersendgame'}	0.86511326	0.033866897	0.033403624	0.865113258	0.034052331	0.033563912	-1.761641225	-1.376444512
88	1.57458E+18	watching #avengersendgame on tnt	"{'avengersendgame', 'watch', 'tnt'}"	2	"{'avengersendgame', 'watch'}"	0.7968799	0.050866071	0.051329028	0.796879888	0.050346043	0.050578959	-1.593222398	-1.208131134
89	1.57456E+18	i didn't need to see pics from tony's deah in #avengersendgame tonight.	"{'avengersendgame', 'deah', 'need', 'tonight', 'pic', 'tony'}"	2	{'avengersendgame'}	0.68003386	0.232553244	0.029619856	0.680033863	0.028931167	0.028861851	-1.546170292	-0.855548198
90	1.57456E+18	how the hell barton isn't the one to die in #avengersendgame continues to baffle me.	"{'avengersendgame', 'continue', 'die', 'hell', 'baffle', 'barton'}"	1	set()	0.47054502	0.441206664	0.470545024	0.029662004	0.029100737	0.029485574	0.633420128	-0.132898315
91	1.5744E+18	good morning to everyone except those who believe that being a @marvelstudios nerd is childish. #goodmorning #goodmorningfriends #avengers #thor #ironman #hulk #captainamerica #blackpanther2 #usa #usmle #psychtwitter #ecfmg #nrmp #medtwitter #marvelcomics #avengersendgame	"{'psychtwitter', 'avengersendgame', 'usa', 'avenger', 'morning', 'thor', 'nrmp', 'marvelstudios', 'goodmorne', 'childish', 'ecfmg', 'nerd', 'ironman', 'medtwitter', 'hulk', 'blackpanther2', 'goodmorningfriend', 'believe', 'good', 'captainamerica', 'marvelcomic', 'usmle'}"	2	"{'avengersendgame', 'thor'}"	0.66070455	0.011258147	0.011485389	0.660704553	0.11617776	0.200374141	-1.409780819	-0.598652349
92	1.57423E+18	"instead of releasing sequels to #avatar. they should release the first movie again after every 5 years or whenever a movie becomes highest grossing movie, just like #avengersendgame did. #avatarthewayofwater #avatar ...... infinity...."	"{'avengersendgame', 'infinity', 'sequel', 'avatarthewayofwater', 'avatar', 'release', 'movie', 'instead', 'high', 'year', 'grossing', '5'}"	0	"{'avengersendgame', 'year', 'movie'}"	0.9517608	0.951760828	0.011949707	0.011923209	0.011939696	0.012426549	-0.778515488	1.036313334
93	1.57415E+18	"everytime i rewatch #avengersendgame final battle scene, i literally start balling. damn that's some good cinema."	"{'avengersendgame', 'rewatch', 'good', 'start', 'cinema', 'scene', 'damn', 'final', 'everytime', 'literally', 'battle', 'ball'}"	2	{'avengersendgame'}	0.5509544	0.015660821	0.40206787	0.550954401	0.01556079	0.015756153	-0.261342103	-1.439538135
94	1.57413E+18	"#avengersendgame question - besides rdj being to expensive why tf didnt dr strange pick up the time stone and save tony stark? like wtf, he had all the stones plus captain marvel there too she could of handle another snap. it hasn't been the same without rdj @marvelstudios"	"{'avengersendgame', 'marvel', 'not', 'pick', 'handle', 'time', 'tony', 'rdj', 'question', 'expensive', 'snap', 'stone', 'save', 'plus', 'wtf', 'stark', 'marvelstudio', 'captain', 'strange', 'dr', 'tf'}"	2	{'avengersendgame'}	0.8087988	0	0.165638462	0.80879879	0	0	-1.319579155	-1.620371814
95	1.57409E+18	box office records that #avatar2 should be chasing: domestic: lifetime- #starwars7 $936.6m opening day- #avengersendgame $157.4m opening weekend- #avengersendgame $357.1m overseas: lifetime - #avatar $2.1 billion* ww: lifetime- #avatar $2.87 billion* #jamescameron	"{'avengersendgame', 'overseas', 'ww', 'starwars7', '357.1', 'jamescameron', 'lifetime', 'domestic', 'avatar', 'day-', '936.6', 'm', 'avatar2', 'chasing', 'weekend-', 'open', '2.87', 'record', 'box', 'lifetime-', '157.4', '2.1', 'office', 'billion'}"	0	"{'avengersendgame', 'm'}"	0.7110695	0.711069524	0	0.265466452	0	0	-1.138601059	0.315280942
96	1.57369E+18	"#shehulkattorneyatlaw is literally a big boring show. no constant story line, poor cgi and poor acting. #marvelstudios is really doing poor after #avengersendgame specially their series' are way too poor..."	"{'avengersendgame', 'shehulkattorneyatlaw', 'marvelstudio', 'line', 'poor', 'constant', 'acting', 'series', 'story', 'boring', 'way', 'specially', 'big', 'cgi', 'literally'}"	4	set()	0.71251607	0.010709827	0.010725241	0.173227161	0.092821673	0.712516069	-0.667372261	1.003040413
97	1.57325E+18	"bigger than #avengersendgame, #baahubali, #kgf and #war - #brahmastra third friday's morning show open to occupancy of 90%"	"{'avengersendgame', 'friday', '90', 'kgf', 'occupancy', 'war', 'baahubali', 'brahmastra', 'morning', 'open', 'big'}"	0	{'avengersendgame'}	0.9312182	0.931218207	0.017282093	0.017351771	0.017041439	0.017106446	-0.760897786	1.01439326
98	1.57304E+18	there are 12 am shows for #brahmastra now which means round the clock shows. this last happened during the opening weekend of #avengersendgame in #india and #astraverse is doing this on the 15th day. #nationalcinemaday2022	"{'avengersendgame', '15th', 'happen', 'astraverse', 'clock', 'brahmastra', '12', 'open', 'show', 'round', 'mean', 'weekend', 'india', 'day', 'nationalcinemaday2022'}"	3	set()	0.7099328	0.254336536	0.011890261	0.011980355	0.709932804	0.011860057	0.142911822	1.614726701
99	1.573E+18	#avengersinfinitywar and #avengersendgame movies of the decade	"{'avengersinfinitywar', 'avengersendgame', 'decade', 'movie'}"	0	"{'avengersendgame', 'movie'}"	0.83814347	0.838143468	0.040588737	0.040507365	0.040241364	0.040519066	-0.681077697	0.922403403
100	1.57282E+18	did you see #avengersendgame only once in theaters?	"{'avengersendgame', 'theater'}"	0	{'avengersendgame'}	0.7265957	0.7265957	0.068704307	0.068425983	0.069359727	0.066914283	-0.583837526	0.81149333
